Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,QD - Goal clear?(0/1),QD - Context clear?(0/1),QD - How challenging(1-4),QD - Level learnt(1-7),SM - Description,SM - Goal understood?(0/1),SM - Context understood?(0/1),SM - Implied Context understood?(0/1),SM - Relvant facts identified?(0/1),SM - Correct facts retieved?(0/1),SM - No incorrect facts?(0/1),SM - Correct reasoning?(0/1),SM - Misunderstanding General,SM - Misunderstanding Reasons,SM - Misunderstanding General (secondary),SM - Misunderstanding Reasons (secondary),AQ - Inferrable(0-2)?,Source links work(number),Sources Types,Sources Relevant(number),Source Problems,AQ - Precise?,AQ - Explainable?,Effect - Description of effects,Effect - Conceptual error in explanaiton?(0/1),Effect - Subtopics,Effect - Error Type,Effect - Severity,Effect - Who is most effected(1-4),CD - detection student(1-3),CD - correction student(1-8),CD - detection knowledgeable(1-3),CD - correction knowledgeable(1-8),Score-right-minus-wrong
71,"Another term for POTS, or Plain Old Telephone Service, is _______________.","a. Public Available Telephone Network
b. Public Switched Telephone Exchange
c. Phone Switched Transport Network
d. Public Switched Telephone Network
e. Public Available Telephone Exchange
",,d,d,,"The correct term for POTS, Plain Old Telephone Service, is Public Switched Telephone Network (PSTN). Among the given options, 'd. Public Switched Telephone Network' is the most accurate description of POTS.",[],1,5_connecting_to_the_internet,0.9,0.999986932477381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
72,A baud rate is a measurement of the number of ______________________.,"a. bits that can be sent across a telephone line every minute
b. bytes that can be sent across a telephone line every second
c. bits that can be sent across a telephone line every second
d. bytes that can be sent across a telephone line every minute
",,c,c,,"A baud rate is a measurement of the number of signal or symbol changes that occur per second. It is not directly related to the number of bits or bytes sent, but rather to the rate of change of the signal. Therefore, the correct option is c. bits that can be sent across a telephone line every second.",['https://www.lifewire.com/baud-4685801'],1,5_connecting_to_the_internet,0.9,0.999870247748552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
73,What system did Duke grads build that is still in use today?,"a. POTS
b. PSTN
c. USENET
d. DSL
",,c,c,,"The correct system that Duke grads built and is still in use today is USENET. USENET was created by Tom Truscott and Jim Ellis, who were Duke University graduate students. It is a worldwide distributed discussion system available on computers and networks.","['https://tools.ietf.org/html/rfc1036', 'https://www.livinginternet.com/u/ui_usenet.htm']",1,5_connecting_to_the_internet,0.9,0.997383654613188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
74,Which device is used to transfer data across a dial-up connection?,"a. ATM
b. Modem
c. Ethernet cables
d. USENET
",,b,b,,The correct option is b. Modem. A modem (modulator-demodulator) is the device used to transfer data across a dial-up connection. It modulates digital data from a computer into analog signals for transmission over telephone lines and demodulates incoming analog signals back into digital data.,[],1,5_connecting_to_the_internet,0.95,0.999999091165773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75,Modems take data that computers can understand and turn them into _____ that can be transmitted over POTS.,"a. Audible wavelengths
b. Baud rates
c. Modulating electrical charges
d. PSTN
",,a,c,,Modems convert digital data from computers into analog signals that can be transmitted over Plain Old Telephone Service (POTS) lines. This conversion process involves modulating electrical charges to represent the digital data in a format suitable for transmission over the analog POTS lines.,['https://www.techopedia.com/definition/5431/modem'],0,5_connecting_to_the_internet,0.9,0.794183735176886,1.0,1.0,1.0,3.0,"Modulating electric charges is the process, not the outcome. The outcome of modulation for POTS is audible wavelengths",1.0,1.0,1.0,1.0,0.0,1.0,1.0,Wrong Facts/Concept,Incorrect information/concept,,,0.0,1.0,trusted article,0.0,,1.0,1.0,Conceptual issues,1.0,POTS,misinformation,Minor,1.0,3.0,3.0,1.0,2.0,0
76,T1 is short for __________.,"a. Transmission 1
b. Transportation 1
c. Transmission System 1
d. Transportation System 1",,c,a,,"In the context of computer networking, T1 is a type of high-speed digital transmission line. It is not related to transportation systems. Therefore, the correct expansion of T1 is Transmission 1.",[],0,5_connecting_to_the_internet,0.9,0.910992713598044,1.0,1.0,1.0,3.0,"It’s actually transmission system 1, not just transmission 1",1.0,1.0,1.0,1.0,0.0,1.0,1.0,Wrong Facts/Concept,Incorrect information/concept,,,0.0,,,,,1.0,1.0,Terminology issues,0.0,terminology,misinformation,Minor,1.0,3.0,2.0,3.0,2.0,0
77,How fast is a T1 line?,"a. 128 Mb/sec
b. 1.544 Mb/sec
c. 1 Mb/sec
d. 44.763 Mb/sec",,b,b,,"A T1 line operates at a speed of 1.544 Mb/sec. This is a standard speed for T1 lines, which are widely used for data and voice communications.",['https://www.techopedia.com/definition/2458/t1-line'],1,5_connecting_to_the_internet,0.9,0.999995872675217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78,Select all statements that are true of cable internet connections.,"a. They're wireless connections
b. They're broadband connections
c. They're dial-up connections
d. They're shared bandwidth connections
",,"b,d","b,d",,"a. Cable internet connections are not wireless; they use coaxial cables to transmit data. b. Cable internet connections are indeed broadband connections, providing high-speed internet access. c. Cable internet connections are not dial-up connections; they are different technologies. d. Cable internet connections are shared bandwidth connections where multiple users share the same line.",[],1,5_connecting_to_the_internet,0.9,0.999999806387369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
79,What are the subprotocols for PPP (Point to Point Protocol)? Select all that apply.,"a. FCS
b. LCP
c. Compression
d. NCP
",,"b,d","b,d",,"The correct subprotocols for PPP (Point to Point Protocol) are LCP (Link Control Protocol) and NCP (Network Control Protocol). LCP is responsible for establishing, configuring, maintaining, and terminating the point-to-point connection. NCP is used to negotiate optional configuration parameters and facilitate network layer protocol configuration over the PPP link. FCS (Frame Check Sequence) is not a subprotocol of PPP, but rather a field in the frame used for error detection. Compression is a feature that can be used with PPP but is not a subprotocol in itself.",['https://tools.ietf.org/html/rfc1661'],1,5_connecting_to_the_internet,0.9,0.966055297309525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
80,What do you call the demarcation point for fiber technologies?,"a. ONT
b. FTTN
c. FTTX
d. DSLAM
",,a,a,,The demarcation point for fiber technologies is called ONT (Optical Network Terminal). ONT is the device that terminates the fiber optic line in the customer's premises and converts the optical signal into electrical signals for communication within the premises.,[],1,5_connecting_to_the_internet,0.9,0.999951530076705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
