Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence
71,"Another term for POTS, or Plain Old Telephone Service, is _______________.","a. Public Available Telephone Network
b. Public Switched Telephone Exchange
c. Phone Switched Transport Network
d. Public Switched Telephone Network
e. Public Available Telephone Exchange
",,d,d,,"The term 'POTS' stands for Plain Old Telephone Service, which is commonly referred to as the Public Switched Telephone Network (PSTN). The PSTN is the traditional circuit-switched telephone network that has been in use worldwide for many years. It is a global system that includes telephone lines, fiber optic cables, microwave transmission links, cellular networks, satellites, and undersea telephone cables, all interconnected by switching centers.","['https://www.fcc.gov/general/telephone-basics', 'https://www.britannica.com/technology/telephone/The-telephone-network']",1,google_5_connecting_to_the_internet,1,0.9999975415208221
72,A baud rate is a measurement of the number of ______________________.,"a. bits that can be sent across a telephone line every minute
b. bytes that can be sent across a telephone line every second
c. bits that can be sent across a telephone line every second
d. bytes that can be sent across a telephone line every minute
",,c,c,,"A baud rate refers to the number of signal changes or symbols transmitted per second. In digital communications, if each signal change represents one bit, then the baud rate is equivalent to bits per second. However, it's important to note that baud rate is not always equal to bits per second if more than one bit is encoded in each signal change. The term 'baud rate' specifically refers to signal changes per second, not bits or bytes, and 'per minute' is not a standard measure for baud rate.","['https://en.wikipedia.org/wiki/Baud', 'https://www.britannica.com/technology/baud']",1,google_5_connecting_to_the_internet,0.95,0.999926022056503
73,What system did Duke grads build that is still in use today?,"a. POTS
b. PSTN
c. USENET
d. DSL
",,c,c,,"Duke University graduates Tom Truscott and Jim Ellis conceived the idea of Usenet in 1979, and it was established in 1980. Usenet is a worldwide distributed discussion system that is still in use today. It was developed from the Unix-to-Unix Copy (UUCP) protocol and was one of the earliest Internet communication systems that allowed users to post and read messages (articles or posts) to newsgroups. Usenet functions similar to a bulletin board system (BBS) and predates modern forums and social media platforms.","['https://en.wikipedia.org/wiki/Usenet', 'https://en.wikipedia.org/wiki/Tom_Truscott', 'https://en.wikipedia.org/wiki/Jim_Ellis_(Usenet)']",1,google_5_connecting_to_the_internet,1,0.9999998063873687
74,Which device is used to transfer data across a dial-up connection?,"a. ATM
b. Modem
c. Ethernet cables
d. USENET
",,b,b,,"A modem (modulator-demodulator) is the device used to transfer data across a dial-up connection. It modulates an analog carrier signal to encode digital information and demodulates the signal to decode the transmitted information. The other options listed are not used for dial-up connections. ATM (Asynchronous Transfer Mode) is a networking technology, Ethernet cables are used for local area networking, and USENET is a distributed discussion system, not a device.","['https://en.wikipedia.org/wiki/Modem', 'https://en.wikipedia.org/wiki/Asynchronous_Transfer_Mode', 'https://en.wikipedia.org/wiki/Ethernet_cable', 'https://en.wikipedia.org/wiki/Usenet']",1,google_5_connecting_to_the_internet,1,0.9999994487765019
75,Modems take data that computers can understand and turn them into _____ that can be transmitted over POTS.,"a. Audible wavelengths
b. Baud rates
c. Modulating electrical charges
d. PSTN
",,a,a,,"Modems (modulator-demodulator) convert the digital data from computers into analog signals that can be transmitted over Plain Old Telephone Service (POTS). These analog signals are often in the form of audible tones or frequencies that are carried over the telephone lines. The term 'audible wavelengths' is synonymous with these tones, although it's a less technical term.","['https://en.wikipedia.org/wiki/Modem', 'https://en.wikipedia.org/wiki/Plain_old_telephone_service']",1,google_5_connecting_to_the_internet,0.95,0.6575787041267664
76,T1 is short for __________.,"a. Transmission 1
b. Transportation 1
c. Transmission System 1
d. Transportation System 1
",,c,c,,"T1 stands for Transmission System 1, which is a standard for digital transmission in North America. T1 lines are a popular leased line option for businesses connecting to the internet and for Internet Service Providers (ISPs) connecting to the internet backbone. It has a data rate of 1.544 Mbps.","['https://en.wikipedia.org/wiki/T-carrier', 'https://www.techopedia.com/definition/5396/t1-carrier-t1']",1,google_5_connecting_to_the_internet,1,0.9999962302846054
77,How fast is a T1 line?,"a. 128 Mb/sec
b. 1.544 Mb/sec
c. 1 Mb/sec
d. 44.763 Mb/sec
",,b,b,,A T1 line is a specific type of fiber optic telephone line that can carry more data than traditional telephone lines. The speed of a T1 line is 1.544 megabits per second (Mb/sec). This speed is achieved by using a method of transmission known as time-division multiplexing (TDM).,"['https://en.wikipedia.org/wiki/T-carrier', 'https://www.techtarget.com/searchnetworking/definition/T-carrier-system']",1,google_5_connecting_to_the_internet,1,1.0
78,Select all statements that are true of cable internet connections.,"a. They're wireless connections
b. They're broadband connections
c. They're dial-up connections
d. They're shared bandwidth connections
",,"b,d","b,d",,"Cable internet connections are indeed broadband connections, which means they provide high-speed internet access. They use the same coaxial cable network that is used to deliver cable television, and they offer much higher speeds than dial-up connections. Cable internet is also a shared bandwidth connection, which means the connection is shared with other users in the local area, and speeds can be affected by the total volume of traffic from all users. They are not wireless connections, as they require a physical coaxial cable to connect to the internet, nor are they dial-up connections, which use a telephone line to establish a connection.","['https://www.fcc.gov/consumers/guides/broadband-speed-guide', 'https://www.xfinity.com/hub/internet/cable-vs-fiber-internet']",1,google_5_connecting_to_the_internet,1,1.0
79,What are the subprotocols for PPP (Point to Point Protocol)? Select all that apply.,"a. FCS
b. LCP
c. Compression
d. NCP
",,"b,d","b,d",,"PPP (Point to Point Protocol) uses several subprotocols to establish and configure the data link connection. These subprotocols include the Link Control Protocol (LCP) and a family of Network Control Protocols (NCPs). LCP is used to establish, configure, and test the data-link connection, while NCPs are used for establishing and configuring different network-layer protocols. FCS (Frame Check Sequence) is a part of the PPP frame structure used for error checking, not a subprotocol. Compression can be a feature or option within PPP but is not considered a subprotocol on its own.","['https://en.wikipedia.org/wiki/Point-to-Point_Protocol', 'https://www.cisco.com/c/en/us/support/docs/wan/point-to-point-protocol-ppp/25647-understanding-ppp-chap.html']",1,google_5_connecting_to_the_internet,0.95,0.9743552534872046
80,What do you call the demarcation point for fiber technologies?,"a. ONT
b. FTTN
c. FTTX
d. DSLAM
",,a,a,,"The demarcation point for fiber technologies, particularly in the context of fiber-to-the-home (FTTH) networks, is called an Optical Network Terminal (ONT). The ONT is the endpoint hardware device that connects the premises to the fiber optic network, converting the optical signal to electrical signals for use within the home or business.","['https://en.wikipedia.org/wiki/Optical_network_terminal', 'https://www.fiberoptic.com/adt_optical_network_terminal.html']",1,google_5_connecting_to_the_internet,0.95,0.9999624963432797
