Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence
64,Given the following IP address - 20.54.23.3 and subnet mask - 255.255.255.0 choose the subnet ID and the broadcast address from that particular IP.,"a. Subnet ID: 20.54.23.0
Broadcast Address: 20.54.23.255
b. Subnet ID: 20.54.0.0
Broadcast Address: 20.54.0.255
c. Subnet ID: 20.54.0.0
Broadcast Address: 20.54.255.255
d. Subnet ID: 20.54.23.1
Broadcast Address: 20.54.23.255
",,a,a,,Mask 255.255.255.0 is a /24. The subnet (network) ID is the IP with the host octet set to 0: 20.54.23.0. The broadcast is the IP with the host octet set to 255: 20.54.23.255. Other choices use incorrect network boundaries (/16 or invalid host .1).,"['https://tools.ietf.org/html/rfc950', 'https://learn.microsoft.com/en-us/troubleshoot/windows-server/networking/subnetting-basics', 'https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-ip-addressing.html']",1,chapter4_advanced_ipv4_addressing,0.99,1
65,The converted binary mask 11111111.11111111.11000000.00000000 to decimal is _______________.,"a. 255.255.192.0
b. 255.255.64.0
c. 255.192.0.0
d. 255.255.255.192
",,a,a,,"Convert each 8-bit octet to decimal: 11111111 = 255, 11111111 = 255, 11000000 = 192, 00000000 = 0. So the mask is 255.255.192.0 (which is also /18).","['https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-subnetting.html', 'https://en.wikipedia.org/wiki/Subnet_mask']",1,chapter4_advanced_ipv4_addressing,1.0,1
66,The converted binary mask 11111111.11100000.00000000.00000000 to decimal is _______________.,"a. 255.255.255.224
b. 255.255.224.0
c. 255.224.0.0
d. 255.64.0.0
",,c,c,,"Split into octets: 11111111 = 255, 11100000 = 224 (128+64+32), 00000000 = 0, 00000000 = 0. Therefore the mask is 255.224.0.0, which is option c.","['https://learningnetwork.cisco.com/s/article/what-is-a-subnet-mask', 'https://en.wikipedia.org/wiki/Subnet_mask']",1,chapter4_advanced_ipv4_addressing,0.99,1
67,The converted binary mask 11111110.00000000.00000000.00000000 to decimal is _______________.,"a. 255.255.255.254
b. 254.0.0.0
c. 255.254.0.0
d. 255.255.254.0
",,b,b,,Split the binary into octets: 11111110 . 00000000 . 00000000 . 00000000. The first octet 11111110 equals 128+64+32+16+8+4+2 = 254; the remaining three octets equal 0. Therefore the decimal mask is 254.0.0.0 (choice b).,"['https://learningnetwork.cisco.com/s/article/what-is-subnetting', 'https://en.wikipedia.org/wiki/Subnetwork#Mask']",1,chapter4_advanced_ipv4_addressing,0.99,1
69,Your senior network engineer tells you to configure the DHCP server to lease the last 100 usable IP addresses in subnet 12.5.4.0/23. Which of the following IP addresses could be leased as a result of your new configuration?,"a. 12.5.1.156
b. 12.5.5.200
c. 12.5.4.254
d. 12.5.255.200
",,b,b,,A /23 on 12.5.4.0 covers 12.5.4.0 - 12.5.5.255 (usable hosts 12.5.4.1 - 12.5.5.254). The last 100 usable addresses are 12.5.5.155 through 12.5.5.254. Only 12.5.5.200 falls in that range.,"['https://learningnetwork.cisco.com/s/article/subnetting', 'https://en.wikipedia.org/wiki/Subnetwork', 'https://ipcalc.org/']",1,chapter4_advanced_ipv4_addressing,0.95,1
70,"You are working with a network engineer to design a network for the new Campus. He provided the following details:
The IP address is 195.240.37.43
The subnet mask is 255.255.255.224
You have been tasked to find the:
1. Network (N) bits
2. Subnet bits (S)
3. Host (H) bits.","a. Network Bits = 15 | Subnet Bits = 2 | Host Bits = 1
b. Network Bits = 20 | Subnet Bits = 3 | Host Bits = 1
c. Network Bits = 24 | Subnet Bits = 3 | Host Bits = 5
d. Network Bits = 28 | Subnet Bits = 1 | Host Bits = 2
",,c,c,,"195.240.37.43 is a class C address (default mask /24). Given subnet mask 255.255.255.224 = /27, so Network (N) bits = 24, Subnet (S) bits = 27-24 = 3, Host (H) bits = 32-27 = 5.","['https://learningnetwork.cisco.com/s/article/subnetting', 'https://tools.ietf.org/html/rfc950', 'https://en.wikipedia.org/wiki/IPv4#Addressing_and_subnetting']",1,chapter4_advanced_ipv4_addressing,0.99,1
71,Which of the following binary masks is equivalent to the 255.255.255.240 dotted-decimal notation (DDN)?,"a. 11111111.11111111.11111111.11111100
b. 11111111.11111111.11111111.11110000
c. 11111111.11111111.11111111.10000000
d. 11111111.11111111.11111111.11111110
",,b,b,,"255.255.255.240 in binary is 255=11111111 for each of the first three octets and 240=11110000 for the last octet, i.e. 11111111.11111111.11111111.11110000 (a /28 mask). That matches option b.","['https://www.digitalocean.com/community/tutorials/understanding-ip-addresses-subnets-and-cidr-notation', 'https://en.wikipedia.org/wiki/IPv4', 'https://learningnetwork.cisco.com/s/article/subnetting-basics']",1,chapter4_advanced_ipv4_addressing,0.99,1
72,Which of the following binary masks is equivalent to the 255.192.0.0 dotted-decimal notation (DDN)?,"a. 11111111.11000000.00000000.00000000
b. 11111111.11111111.11111111.00000000
c. 11111111.11111111.11111111.10000000
d. 11111111.11111111.11111111.11111110
",,a,a,,"255.192.0.0 converts octet-by-octet to binary: 255 = 11111111, 192 = 11000000, 0 = 00000000, 0 = 00000000. So the mask is 11111111.11000000.00000000.00000000 (which is a /10 mask). This matches option a.","['https://learningnetwork.cisco.com/s/article/what-is-a-subnet-mask', 'https://en.wikipedia.org/wiki/Subnetwork']",1,chapter4_advanced_ipv4_addressing,0.99,1
73,Find the subnet ID from the IP address 10.75.20.3/24,"a. 10.75.5.0
b. 10.75.0.0
c. 10.75.20.0
d. 10.0.0.0
",,c,c,,A /24 mask = 255.255.255.0 so the network portion is the first three octets. Zeroing the host octet of 10.75.20.3 yields the subnet ID 10.75.20.0.,"['https://learningnetwork.cisco.com/s/article/what-is-subnetting', 'https://datatracker.ietf.org/doc/html/rfc4632', 'https://www.ietf.org/rfc/rfc791.txt']",1,chapter4_advanced_ipv4_addressing,1.0,1
74,Find the subnet ID from the IP address 10.75.20.4/17,"a. 10.75.5.0
b. 10.75.0.0
c. 10.75.20.0
d. 10.0.0.0
",,b,b,,"A /17 mask is 255.255.128.0. Compute network address by bitwise AND of IP and mask: 10.75.20.4 & 255.255.128.0 = 10.75.0.0, so the subnet ID is 10.75.0.0 (choice b).","['https://en.wikipedia.org/wiki/Subnetwork', 'https://learn.microsoft.com/en-us/troubleshoot/windows-server/networking/subnetting-basics', 'https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/ipaddr_basic/command/xa-iplab-book/iad-ip-addr-subnets.html']",1,chapter4_advanced_ipv4_addressing,0.99,1
