Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence
71,"Another term for POTS, or Plain Old Telephone Service, is _______________.","a. Public Available Telephone Network
b. Public Switched Telephone Exchange
c. Phone Switched Transport Network
d. Public Switched Telephone Network
e. Public Available Telephone Exchange
",,d,d,,POTS (Plain Old Telephone Service) is the traditional analog voice service delivered over the circuit-switched Public Switched Telephone Network (PSTN). The other choices are not the established term for POTS/PSTN.,"['https://en.wikipedia.org/wiki/Plain_old_telephone_service', 'https://en.wikipedia.org/wiki/Public_Switched_Telephone_Network', 'https://www.fcc.gov/consumers/guides/what-pstn']",1,google_5_connecting_to_the_internet,0.95,1
72,A baud rate is a measurement of the number of ______________________.,"a. bits that can be sent across a telephone line every minute
b. bytes that can be sent across a telephone line every second
c. bits that can be sent across a telephone line every second
d. bytes that can be sent across a telephone line every minute
",,c,c,,"Baud (baud rate) measures the number of symbol (signal) changes per second. In simple binary signalling each symbol represents one bit, so baud often corresponds to bits per second; thus the best match among the choices is “bits ... every second.”","['https://en.wikipedia.org/wiki/Baud', 'https://www.britannica.com/technology/baud']",1,google_5_connecting_to_the_internet,0.9,1
73,What system did Duke grads build that is still in use today?,"a. POTS
b. PSTN
c. USENET
d. DSL
",,c,c,,"Usenet was created in 1979 by Duke students Tom Truscott and Jim Ellis (with involvement from Steve Bellovin) and remains in use today. The other choices (POTS, PSTN, DSL) are telecom technologies not attributed to Duke graduates.","['https://en.wikipedia.org/wiki/Usenet', 'https://tools.ietf.org/html/rfc977', 'https://www.columbia.edu/~rh120/usenet.html']",1,google_5_connecting_to_the_internet,0.95,1
74,Which device is used to transfer data across a dial-up connection?,"a. ATM
b. Modem
c. Ethernet cables
d. USENET
",,b,b,,"A modem (modulator–demodulator) converts digital data from a computer into analog signals for transmission over telephone lines and converts incoming analog signals back to digital—which is exactly how dial-up connections operate. ATM is a networking technology, Ethernet cables are for LANs, and USENET is a distributed discussion system, not a dial-up access device.","['https://en.wikipedia.org/wiki/Modem', 'https://en.wikipedia.org/wiki/Dial-up_Internet_access', 'https://www.techtarget.com/whatis/definition/modem']",1,google_5_connecting_to_the_internet,0.99,1
75,Modems take data that computers can understand and turn them into _____ that can be transmitted over POTS.,"a. Audible wavelengths
b. Baud rates
c. Modulating electrical charges
d. PSTN
",,a,a,,Modems (modulator-demodulators) convert digital data into analog audio-frequency waveforms (voice-band signals) that can be carried over POTS (the telephone network). This is commonly described as converting data into audible/voice-band waves so they can traverse the analog phone line.,"['https://en.wikipedia.org/wiki/Modem', 'https://www.techopedia.com/definition/3950/modem-modulator-demodulator', 'https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/sec_conn_dialmap/configuration/xe-3s/sec-conn-dialmap-xe-3s-book/sec-dialup-overview.html']",1,google_5_connecting_to_the_internet,0.92,1
76,T1 is short for __________.,"a. Transmission 1
b. Transportation 1
c. Transmission System 1
d. Transportation System 1
",,c,c,,"T1 refers to the first level of the T‑carrier digital transmission system (T1 = Transmission System 1). It’s commonly called a T1 or T‑1 carrier (also DS1) and carries 24 DS0 voice channels for a total of 1.544 Mbps, so option c is the correct expansion among the choices.","['https://en.wikipedia.org/wiki/T-carrier', 'https://www.techtarget.com/searchnetworking/definition/T1-line', 'https://www.cisco.com/c/en/us/products/collateral/routers/800-series-routers/white-paper-c11-740580.html']",1,google_5_connecting_to_the_internet,0.85,1
77,How fast is a T1 line?,"a. 128 Mb/sec
b. 1.544 Mb/sec
c. 1 Mb/sec
d. 44.763 Mb/sec
",,b,b,,"A T1 line carries 24 DS0 channels at 64 kb/s each (24 × 64 kb/s = 1,536 kb/s) plus 8 kb/s of framing/overhead, giving a total data rate of 1,544 kb/s, i.e., 1.544 Mb/s.","['https://en.wikipedia.org/wiki/T1_(telecommunications)', 'https://www.techtarget.com/searchnetworking/definition/T1-line', 'https://www.cisco.com/c/en/us/support/docs/wan/digital-subscriber-line-dsl/10558-3.html']",1,google_5_connecting_to_the_internet,0.97,1
78,Select all statements that are true of cable internet connections.,"a. They're wireless connections
b. They're broadband connections
c. They're dial-up connections
d. They're shared bandwidth connections
",,"b,d","b,d",,"Cable internet uses coaxial (HFC) infrastructure and DOCSIS technology, providing an always‑on broadband connection (so it is broadband, not dial‑up). Capacity on a cable node is shared by multiple subscribers in the neighborhood, so available bandwidth can vary with local usage. It is not a wireless or dial‑up (PSTN) service.","['https://www.fcc.gov/consumers/guides/what-broadband', 'https://www.cablelabs.com/what-is-docsis', 'https://en.wikipedia.org/wiki/Cable_modem', 'https://www.xfinity.com/learn/internet/what-is-cable-internet']",1,google_5_connecting_to_the_internet,0.98,1
79,What are the subprotocols for PPP (Point to Point Protocol)? Select all that apply.,"a. FCS
b. LCP
c. Compression
d. NCP
",,"b,d","b,c,d",,"PPP includes control/negotiation subprotocols such as LCP (Link Control Protocol) for link setup/teardown and option negotiation, NCP (Network Control Protocol) for configuring and enabling network-layer protocols (e.g., IPCP for IPv4), and CCP (Compression Control Protocol) to negotiate compression — listed here as “Compression.” FCS (Frame Check Sequence) is a frame field used for error detection, not a PPP subprotocol.","['https://datatracker.ietf.org/doc/html/rfc1661', 'https://datatracker.ietf.org/doc/html/rfc1962', 'https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/iproute_ppp/configuration/15-s/ir-15-s-book/ppp.html']",0,google_5_connecting_to_the_internet,0.87,1
80,What do you call the demarcation point for fiber technologies?,"a. ONT
b. FTTN
c. FTTX
d. DSLAM
",,a,a,,"ONT (Optical Network Terminal) is the customer-premises device that terminates the fiber and serves as the demarcation point between the service provider's fiber network and the customer's equipment. FTTN and FTTX are deployment architectures (not a specific demarcation device), and DSLAM is a DSL aggregation device in the provider network, not the fiber demarcation at the customer's premises.","['https://en.wikipedia.org/wiki/Optical_network_terminator', 'https://www.cisco.com/c/en/us/solutions/service-provider/fiber/what-is-gpon.html', 'https://www.verizon.com/about/innovation/ont-optical-network-terminal']",1,google_5_connecting_to_the_internet,0.95,1
81,What does WAN stand for?,"a. Wireless Local Area Network
b. Wireless Area Network
c. Wired Area Network
d. Wide Area Network
",,d,d,,"WAN stands for Wide Area Network — a network that connects devices and smaller networks (like LANs) across large geographic areas (cities, countries, or globally). It is distinct from terms referring specifically to wireless or purely wired local networks.","['https://en.wikipedia.org/wiki/Wide_area_network', 'https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-a-wan.html', 'https://www.techtarget.com/searchnetworking/definition/WAN-wide-area-network']",1,google_5_connecting_to_the_internet,0.99,1
82,"In a WAN, what is the area between a demarcation point and the ISP's core network known as?","a. a local loop
b. a Local Area Network
c. A local link
d. An access point
",,a,a,,The segment between the customer demarcation point (demarc) and the service provider’s network/core is the local loop (aka the 'last mile' or access link) — the physical access connection the ISP provides from the customer premises to the provider’s facilities.,"['https://en.wikipedia.org/wiki/Local_loop', 'https://en.wikipedia.org/wiki/Demarcation_point_(networking)', 'https://www.techtarget.com/searchnetworking/definition/demarcation-point']",1,google_5_connecting_to_the_internet,0.97,1
83,A point-to-point VPN is also known as a ______________.,"a. port forwarding VPN
b. one-to-many VPN
c. data link VPN
d. site-to-site VPN
",,d,d,,"A point-to-point VPN connects exactly two endpoints (gateways or sites), which is the definition of a site-to-site VPN. This contrasts with one-to-many (remote-access or client‑to‑site) VPNs and layer-specific terms like data-link VPN or port forwarding, which are not synonymous with point-to-point VPNs.","['https://www.cisco.com/c/en/us/solutions/enterprise-networks/site-to-site-vpn.html', 'https://www.juniper.net/documentation/en_US/junos/topics/concept/vpn-site-to-site-overview.html', 'https://www.techtarget.com/searchsecurity/definition/site-to-site-VPN']",1,google_5_connecting_to_the_internet,0.9,1
84,Who handles sending data from one site to another?,"a. T-carrier line
b. CTO
c. ISP
d. VPN
",,c,c,,"An Internet Service Provider (ISP) is the organization that provides connectivity and routes data between sites across the public Internet. Physical circuits like T-carrier lines are transmission media, and a VPN is a secure overlay that runs over an ISP-provided connection; a CTO is an executive role and does not itself move traffic.","['https://www.internetsociety.org/tutorials/what-is-an-internet-service-provider/', 'https://en.wikipedia.org/wiki/Internet_service_provider', 'https://en.wikipedia.org/wiki/T-carrier', 'https://en.wikipedia.org/wiki/Virtual_private_network']",1,google_5_connecting_to_the_internet,0.9,1
85,How many address fields does an 802.11 header contain?,"a. 1
b. 4
c. 2
d. 3
",,b,b,,"An IEEE 802.11 MAC header can carry up to four address fields (Addr1, Addr2, Addr3 and an optional Addr4). Addr4 is present only in special cases (e.g., Wireless Distribution System when both DS bits are set), so the header format supports four address fields.","['https://en.wikipedia.org/wiki/IEEE_802.11_Frame_Types#MAC_header', 'https://wiki.wireshark.org/IEEE_802.11', 'https://web.stanford.edu/class/cs144/lectures/02/Small02.pdf']",1,google_5_connecting_to_the_internet,0.95,1
86,What are wireless channels?,"a. a collision domain
b. a point-to-point wireless connection
c. an example of an ad-hoc network
d. Individual, smaller sections of the overall frequency band used by a wireless network
",,d,d,,"Wireless channels are individual, smaller sections (slices) of the overall radio frequency band used by a wireless network (e.g., the 2.4 GHz band is divided into channels 1–11, etc.). They are frequency/time resources, not specifically a point-to-point link or a network type. While devices sharing a channel do contend for the medium (so a channel can form a shared/collision domain in practice), the term ""wireless channel"" primarily refers to the frequency subdivision, not to a collision domain, a point-to-point connection, or an ad-hoc network.","['https://en.wikipedia.org/wiki/Wi-Fi_channel', 'https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-wi-fi.html', 'https://www.fcc.gov/consumers/guides/wireless-routers-wi-fi-security']",1,google_5_connecting_to_the_internet,0.95,1
87,Which of the following frequencies do wireless networks typically operate on? Select all that apply.,"a. 2.4Ghz
b. 1.544Ghz
c. 5Ghz
d. 88Mhz
",,"a,c","a,c",,"Standard Wi‑Fi (wireless LAN) operates in the 2.4 GHz and 5 GHz unlicensed bands (and more recently 6 GHz for Wi‑Fi 6E). 1.544 GHz is the T1 digital telecom carrier frequency (not used for Wi‑Fi), and ~88 MHz is inside the FM broadcast band — not a Wi‑Fi wireless LAN frequency.","['https://www.wi-fi.org/discover-wi-fi', 'https://www.fcc.gov/general/wi-fi', 'https://en.wikipedia.org/wiki/IEEE_802.11#Frequency_bands', 'https://en.wikipedia.org/wiki/T1_(telecommunications)', 'https://en.wikipedia.org/wiki/FM_broadcasting']",1,google_5_connecting_to_the_internet,0.98,1
