Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,Score-right-minus-wrong
1,Which of the following is an example of a network layer (layer 3) protocol in the five-layer TCP/IP model?,"a. TCP
b. Ethernet
c. UDP
d. IP
",,d,d,,IP (Internet Protocol) operates at the network layer (layer 3) of the TCP/IP model. It is responsible for routing packets across different networks.,['https://www.cloudflare.com/learning/ddos/glossary/tcp-ip-model/'],1,1_basics_computer_networking,1.0,0.999998733555102,1.0
2,Which of these is an example of something that works on the application layer (layer 5 of the five-layer TCP/IP model)?,"a. An ethernet cable
b. A router
c. UDP
d. A browser
",,d,d,,A browser operates at the application layer (layer 5) of the TCP/IP model. It is responsible for interacting with software applications and presenting data to users.,['https://www.cloudflare.com/learning/ddos/glossary/tcp-ip-model/'],1,1_basics_computer_networking,0.95,0.9999995679800934,1.0
3,Which layer of the five layer TCP/IP model deals with cabling and connectors?,"a. The application layer
b. The physical layer
c. The transport layer
d. The network layer
",,b,b,,"The physical layer of the TCP/IP model deals with cabling and connectors. It is responsible for the actual physical connection between devices, including the transmission and reception of raw data bits over a physical medium.",['https://www.cloudflare.com/learning/network-layer/what-is-the-physical-layer/'],1,1_basics_computer_networking,0.95,0.9999765619466756,1.0
4,Which level of the TCP/IP five-layer model does a router operate on?,"a. The network layer
b. The application layer
c. The transport layer
d. The data link layer
",,a,a,,"A router operates at the network layer of the TCP/IP five-layer model. The network layer is responsible for routing packets between networks, which is the primary function of a router.",['https://www.geeksforgeeks.org/layers-of-osi-model/'],1,1_basics_computer_networking,1.0,0.9999978991308068,1.0
5,On which layer are Ethernet standards and some wireless technologies operating?,"a. The network layer
b. The data link layer
c. The physical layer
d. The transport layer
",,b,b,,"Ethernet standards and some wireless technologies operate on the data link layer. The data link layer is responsible for node-to-node data transfer, error detection, and flow control. Ethernet, being a LAN technology, operates at this layer. Wireless technologies like Wi-Fi also function at the data link layer.",['https://www.geeksforgeeks.org/layers-of-osi-model/'],1,1_basics_computer_networking,0.95,0.9999931310055916,1.0
6,Which of these allows connections from many devices and inspects the contents of ethernet protocol data?,"a. A cable
b. A switch
c. A hub
d. A collision domain
",,b,b,,"A switch allows connections from many devices and inspects the contents of Ethernet protocol data by using MAC addresses to forward data only to the intended recipient, enhancing network security and efficiency.",['https://www.cisco.com/c/en/us/support/docs/lan-switching/ethernet/19237-43.html'],1,1_basics_computer_networking,0.95,0.99999861435166,1.0
7,What does LAN stand for?,"a. Locally available network
b. Local area network
c. Little area network
d. Large area network
",,b,b,,"LAN stands for Local Area Network, which is a network that interconnects computers within a limited area such as a residence, school, laboratory, or office building.",['https://www.cloudflare.com/learning/network-layer/what-is-a-local-area-network/'],1,1_basics_computer_networking,1.0,0.9999964686909352,1.0
8,What's a router?,"a. A physical layer device that prevents crosstalk
b. A device that knows how to forward data between independent networks.
c. A more advanced version of a switch
d. A physical layer device that allows connections for many computers at once
",,b,b,,A router is a device that operates at the network layer (Layer 3) of the OSI model and is responsible for forwarding data packets between independent networks. Routers use headers and forwarding tables to determine the best path for forwarding the packets.,"['https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/what-is-a-router.html', 'https://www.cloudflare.com/learning/network-layer/what-is-a-router/']",1,1_basics_computer_networking,1.0,0.9999981375378344,1.0
9,Which of these is a server?,"a. Something providing data to something requesting the data
b. A device operating on the data link layer that connects many devices together and inspects ethernet protocol data
c. A device that forwards data between multiple networks
d. Something receiving data from something providing data
",,a,c,,"A server is a device that forwards data between multiple networks, serving requests from clients. It typically hosts resources, services, or applications that clients can access over the network.",['https://www.cloudflare.com/learning/network-layer/what-is-a-server/'],0,1_basics_computer_networking,0.95,0.7852436556480245,0.0
10,What kind of wiring is in cables that communicate in voltage changes that are received by the receiving device as ones and zeros?,"a. Aluminum
b. Fiber
c. Copper
d. Gold
",,c,c,,The kind of wiring in cables that communicate in voltage changes and are received by the receiving device as ones and zeros is copper wiring. Copper is commonly used in networking cables for transmitting data signals.,['https://www.lifewire.com/copper-network-cabling-817874'],1,1_basics_computer_networking,0.95,0.9999911045595646,1.0
