Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence
71,"Another term for POTS, or Plain Old Telephone Service, is _______________.","a. Public Available Telephone Network
b. Public Switched Telephone Exchange
c. Phone Switched Transport Network
d. Public Switched Telephone Network
e. Public Available Telephone Exchange
",,d,d,,POTS (Plain Old Telephone Service) is another term for the Public Switched Telephone Network (PSTN). The PSTN is the traditional circuit-switched telephone network that has been in use for many decades. It is a global system that enables telephone communication by establishing a dedicated circuit between two parties for the duration of a call.,"['https://en.wikipedia.org/wiki/Plain_old_telephone_service', 'https://www.techtarget.com/searchnetworking/definition/POTS-plain-old-telephone-service']",1,google_5_connecting_to_the_internet,1,1
72,A baud rate is a measurement of the number of ______________________.,"a. bits that can be sent across a telephone line every minute
b. bytes that can be sent across a telephone line every second
c. bits that can be sent across a telephone line every second
d. bytes that can be sent across a telephone line every minute
",,c,c,,"Baud rate is a measure of the number of signal or symbol changes that occur per second. In many systems, one signal change can encode one bit, so baud rate is often understood to be the number of bits per second that can be sent across a communication channel like a telephone line. However, with more sophisticated modulation schemes, one signal change can encode more than one bit.","['https://en.wikipedia.org/wiki/Baud', 'https://www.techtarget.com/searchnetworking/definition/baud']",1,google_5_connecting_to_the_internet,0.95,1
73,What system did Duke grads build that is still in use today?,"a. POTS
b. PSTN
c. USENET
d. DSL
",,c,c,,"USENET, a worldwide distributed discussion system, was created by Duke University graduate students Tom Truscott and Jim Ellis in 1979. It allowed users to read and post messages to one or more categories, called newsgroups. USENET was one of the first and most significant examples of a large scale computer network communications system and paved the way for modern Internet forums and discussion boards. While USENET has declined in popularity with the rise of web-based forums, it is still in use today.","['https://en.wikipedia.org/wiki/Usenet', 'https://www.britannica.com/topic/USENET']",1,google_5_connecting_to_the_internet,0.95,1
74,Which device is used to transfer data across a dial-up connection?,"a. ATM
b. Modem
c. Ethernet cables
d. USENET
",,b,b,,A modem (modulator-demodulator) is used to transfer data across a dial-up connection. It converts digital signals from a computer into analog signals that can be transmitted over telephone lines and back to digital signals at the receiving end.,"['https://www.britannica.com/technology/modem', 'https://computer.howstuffworks.com/modem.htm']",1,google_5_connecting_to_the_internet,1,1
75,Modems take data that computers can understand and turn them into _____ that can be transmitted over POTS.,"a. Audible wavelengths
b. Baud rates
c. Modulating electrical charges
d. PSTN
",,a,a,,Modems convert digital data from computers into analog signals (audible wavelengths) that can be transmitted over plain old telephone service (POTS) lines. The modem modulates the digital data into audible tones for transmission and demodulates the tones back into digital data on the receiving end.,"['https://www.techtarget.com/searchnetworking/definition/modem', 'https://www.britannica.com/technology/modem']",1,google_5_connecting_to_the_internet,0.95,1
76,T1 is short for __________.,"a. Transmission 1
b. Transportation 1
c. Transmission System 1
d. Transportation System 1
",,c,a,,"T1, short for Transmission 1, is a digital transmission link with a total signaling rate of 1.544 Mbps. It is a standard for digital transmission in North America and Japan, used to transmit a DS1 formatted digital signal.","['https://en.wikipedia.org/wiki/Digital_Signal_1', 'https://www.techopedia.com/definition/25597/t-carrier-1-t1']",0,google_5_connecting_to_the_internet,1,1
77,How fast is a T1 line?,"a. 128 Mb/sec
b. 1.544 Mb/sec
c. 1 Mb/sec
d. 44.763 Mb/sec
",,b,b,,A T1 line is a dedicated digital carrier line that transmits data at 1.544 megabits per second (Mb/sec). It is a widely used digital transmission service in North America for connecting networks and the Internet.,"['https://www.techtarget.com/searchnetworking/definition/T1-line', 'https://en.wikipedia.org/wiki/Digital_Signal_1']",1,google_5_connecting_to_the_internet,1,1
78,Select all statements that are true of cable internet connections.,"a. They're wireless connections
b. They're broadband connections
c. They're dial-up connections
d. They're shared bandwidth connections
",,"b,d","b,d",,"Cable internet connections are broadband connections that provide high-speed internet access over the same coaxial cables used to deliver cable television. They are not wireless or dial-up connections. Cable internet is a shared bandwidth connection, meaning the bandwidth is shared among multiple users in a neighborhood, which can lead to slower speeds during peak usage times.","['https://www.fcc.gov/consumers/guides/getting-broadband', 'https://www.highspeedinternet.com/resources/cable-vs-dsl-vs-fiber', 'https://www.reviews.org/internet-service/how-does-cable-internet-work/']",1,google_5_connecting_to_the_internet,0.95,1
79,What are the subprotocols for PPP (Point to Point Protocol)? Select all that apply.,"a. FCS
b. LCP
c. Compression
d. NCP
",,"b,d","b,d",,"PPP (Point-to-Point Protocol) has two main subprotocols: LCP (Link Control Protocol) and NCP (Network Control Protocol). LCP is responsible for establishing, configuring, and testing the data-link connection, while NCP is used for establishing and configuring different network-layer protocols, such as IPCP for IP, IPXCP for IPX, etc. FCS (Frame Check Sequence) is a field in the PPP frame format used for error detection, but it is not a subprotocol. Compression can be negotiated using LCP, but it is also not a subprotocol itself.","['https://en.wikipedia.org/wiki/Point-to-Point_Protocol', 'https://www.cisco.com/c/en/us/support/docs/wan/point-to-point-protocol-ppp/10241-ppp-faq.html']",1,google_5_connecting_to_the_internet,0.95,1
80,What do you call the demarcation point for fiber technologies?,"a. ONT
b. FTTN
c. FTTX
d. DSLAM
",,a,a,,"The demarcation point for fiber technologies is called an Optical Network Terminal (ONT). The ONT is installed at the customer premises and serves as the endpoint of the fiber optic network, converting the optical signal to electrical signals that can be used by the customer's devices.","['https://www.juniper.net/documentation/us/en/software/junos/broadband-cos/topics/concept/ont-overview.html', 'https://www.cisco.com/c/en/us/products/collateral/switches/me-4600-series-multiservice-optical-access-platform/datasheet-c78-730446.html']",1,google_5_connecting_to_the_internet,0.9,1
