Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence
1,Which of the following is an example of a network layer (layer 3) protocol in the five-layer TCP/IP model?,"a. IP
b. Ethernet
c. UDP
d. TCP
",,a,a,,The IP (Internet Protocol) operates at the network layer (layer 3) of the TCP/IP model. It is responsible for addressing and routing packets between hosts.,['https://www.geeksforgeeks.org/network-layers-osi-model/'],1,google_1_basics_computer_networking,1,0.9999981375378344
2,Which of these is an example of something that works on the application layer (layer 5 of the five-layer TCP/IP model)?,"a. A router
b. A browser
c. UDP
d. An ethernet cable
",,b,b,,A browser operates on the application layer (layer 5) of the TCP/IP model. The application layer is responsible for providing network services directly to end-users.,['https://www.geeksforgeeks.org/layers-of-osi-model/'],1,google_1_basics_computer_networking,1,0.9999996871837189
3,Which layer of the five layer TCP/IP model deals with cabling and connectors?,"a. The network layer
b. The transport layer
c. The physical layer
d. The application layer
",,c,c,,"The layer of the five-layer TCP/IP model that deals with cabling and connectors is the physical layer. This layer is responsible for the actual physical connection between devices, including the transmission of raw data bits over a physical medium.",['https://www.geeksforgeeks.org/tcp-ip-model/'],1,google_1_basics_computer_networking,1,0.9999858596579756
4,Which level of the TCP/IP five-layer model does a router operate on?,"a. The data link layer
b. The transport layer
c. The application layer
d. The network layer
",,d,d,,"A router operates at the network layer of the TCP/IP five-layer model. The network layer is responsible for routing packets between networks, which is the primary function of a router.",['https://www.cloudflare.com/learning/network-layer/what-is-the-network-layer/'],1,google_1_basics_computer_networking,0.95,0.9999824028078323
5,On which layer are Ethernet standards and some wireless technologies operating?,"a. The network layer
b. The transport layer
c. The physical layer
d. The data link layer
",,d,d,,"Ethernet standards and some wireless technologies operate on the data link layer. The data link layer is responsible for node-to-node data transfer, including the physical addressing of frames.",['https://www.geeksforgeeks.org/layers-of-osi-model/'],1,google_1_basics_computer_networking,1,0.9999886013079656
6,Which of these allows connections from many devices and inspects the contents of ethernet protocol data?,"a. A hub
b. A collision domain
c. A cable
d. A switch
",,d,d,,"A switch allows connections from many devices and inspects the contents of Ethernet protocol data by using MAC addresses to forward data only to the intended recipient, enhancing network security and efficiency.",['https://www.cisco.com/c/en/us/support/docs/lan-switching/ethernet/10561-3.html'],1,google_1_basics_computer_networking,1,0.9999864556687252
7,What does LAN stand for?,"a. Local area network
b. Little area network
c. Large area network
d. Locally available network
",,a,a,,"LAN stands for Local Area Network, which is a network that interconnects computers within a limited area such as a residence, school, laboratory, or office building.",['https://www.cloudflare.com/learning/network-layer/what-is-a-local-area-network-lan/'],1,google_1_basics_computer_networking,1,0.9999511724841019
8,What's a router?,"a. A physical layer device that prevents crosstalk
b. A device that knows how to forward data between independent networks.
c. A more advanced version of a switch
d. A physical layer device that allows connections for many computers at once
",,b,b,,A router is a device that operates at the network layer (Layer 3) of the OSI model and is capable of forwarding data packets between independent networks based on IP addresses. Routers make decisions about where to send network traffic to ensure it reaches its intended destination.,"['https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/what-is-a-router-and-how-does-it-work.html', 'https://www.cloudflare.com/learning/network-layer/what-is-a-router/']",1,google_1_basics_computer_networking,1,0.9999928926002577
9,Which of these is a server?,"a. A device operating on the data link layer that connects many devices together and inspects ethernet protocol data
b. A device that forwards data between multiple networks
c. Something receiving data from something providing data
d. Something providing data to something requesting the data
",,d,b,,"Option b correctly describes a server as a device that forwards data between multiple networks, serving client requests.",['https://www.cloudflare.com/learning/network-layer/what-is-a-server/'],0,google_1_basics_computer_networking,1,0.9997292837502586
10,What kind of wiring is in cables that communicate in voltage changes that are received by the receiving device as ones and zeros?,"a. Fiber
b. Aluminum
c. Gold
d. Copper
",,d,d,,The kind of wiring in cables that communicate in voltage changes (as in Ethernet cables) and are received by the receiving device as ones and zeros is typically made of copper. Copper wires are commonly used in networking cables to carry electrical signals.,['https://www.techopedia.com/definition/2475/copper-cable'],1,google_1_basics_computer_networking,0.95,0.9999810915907662
11,What modulation type is used for computer networks?,"a. RJ45
b. Simplex communication
c. Line coding
d. Line crimping
",,c,c,,"The modulation type used for computer networks is line coding, which involves converting digital data into a digital signal. It is essential for transmitting data over network communication channels.",['https://www.geeksforgeeks.org/digital-communication-line-coding/'],1,google_1_basics_computer_networking,1,0.9999994487765019
12,What is the difference between full duplex and half duplex?,"a. Half duplex occurs when hubs are in use; full duplex occurs when switches are in use.
b. Full duplex allows communications in two directions at the same time; half duplex means that only one side can communicate at a time.
c. Full duplex is a form of simplex communications.
d. Full duplex is slower than half duplex.
",,b,b,,"Full duplex allows communication in both directions simultaneously, enabling devices to transmit and receive data at the same time. In contrast, half duplex only allows communication in one direction at a time, meaning that each side must take turns transmitting and receiving data.",['https://www.geeksforgeeks.org/half-duplex-vs-full-duplex/'],1,google_1_basics_computer_networking,1,0.9999876476902904
13,The ____________ consists of devices and is responsible for sending signals between devices.,"a. network layer
b. data link layer
c. physical layer
d. modulation
",,c,c,,"The physical layer is responsible for sending signals between devices. It deals with the physical connection between devices, including the transmission and reception of raw data bits over a physical medium.",['https://www.geeksforgeeks.org/layers-of-osi-model/'],1,google_1_basics_computer_networking,1,0.9377752258331727
14,What is the most common type of cabling used for connecting computing devices?,"a. Power Cable
b. Twisted Pair Cable
c. VGA Cable
d. SATA Cable
",,b,b,,"Twisted Pair Cable is the most common type of cabling used for connecting computing devices due to its cost-effectiveness, flexibility, and ability to reduce crosstalk and electromagnetic interference.",['https://www.lifewire.com/types-of-computer-cables-817874'],1,google_1_basics_computer_networking,0.95,0.9999845484373766
